trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.2, 'e': 1.0}",25,15,-61.04560291174243,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
2,False,"{'a': 0.2, 'e': 0.9950124791926824}",35,0,-208.01631414995694,"{0: 18, 1: 6, 2: 6, 3: 3, 4: 2}",0
3,False,"{'a': 0.2, 'e': 0.9900498337491681}",20,0,-65.08806083854766,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.2, 'e': 0.9851119396030628}",30,0,-209.46468950381018,"{0: 13, 1: 2, 2: 13, 3: 0, 4: 2}",0
5,False,"{'a': 0.2, 'e': 0.9801986733067554}",25,0,-180.47703334433518,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
6,False,"{'a': 0.2, 'e': 0.9753099120283326}",20,0,-69.9505089823588,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
7,False,"{'a': 0.2, 'e': 0.9704455335485082}",30,0,-128.68733913157325,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
8,False,"{'a': 0.2, 'e': 0.9656054162575665}",20,0,-129.8171693593226,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
9,False,"{'a': 0.2, 'e': 0.9607894391523232}",30,0,-134.21426320901563,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.2, 'e': 0.9559974818331}",20,0,-113.59194883730046,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",0
11,False,"{'a': 0.2, 'e': 0.9512294245007139}",20,0,-107.64700578138539,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
12,False,"{'a': 0.2, 'e': 0.9464851479534838}",25,17,0.8351876244239305,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
13,False,"{'a': 0.2, 'e': 0.9417645335842487}",25,0,-136.81269193683562,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
14,False,"{'a': 0.2, 'e': 0.9370674633774034}",20,11,-29.419078911876756,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
15,False,"{'a': 0.2, 'e': 0.9323938199059482}",20,0,-106.2011270610446,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
16,False,"{'a': 0.2, 'e': 0.9277434863285529}",25,0,-160.34466946168845,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
17,False,"{'a': 0.2, 'e': 0.9231163463866358}",30,0,-230.14518168223503,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
18,False,"{'a': 0.2, 'e': 0.9185122844014573}",25,18,-12.872491502042049,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.2, 'e': 0.9139311852712282}",20,0,-66.6522298815865,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
20,False,"{'a': 0.2, 'e': 0.9093729344682315}",20,0,-102.44653891300531,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
21,False,"{'a': 0.2, 'e': 0.9048374180359595}",20,0,-48.5590709763177,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
22,False,"{'a': 0.2, 'e': 0.9003245225862656}",20,0,-107.32312062490404,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.2, 'e': 0.8958341352965282}",20,0,-100.48343903027943,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
24,False,"{'a': 0.2, 'e': 0.8913661439068313}",20,0,-135.49767259644676,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
25,False,"{'a': 0.2, 'e': 0.8869204367171575}",20,0,-88.72044124165873,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.2, 'e': 0.8824969025845953}",20,0,-100.7684659531217,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
27,False,"{'a': 0.2, 'e': 0.8780954309205614}",25,0,-124.69203769159665,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.2, 'e': 0.8737159116880344}",25,13,-28.210929613793002,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
29,False,"{'a': 0.2, 'e': 0.8693582353988057}",30,15,4.4335571605584185,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.2, 'e': 0.8650222931107414}",35,0,-204.76498154134467,"{0: 23, 1: 2, 2: 4, 3: 3, 4: 3}",0
31,False,"{'a': 0.2, 'e': 0.8607079764250578}",25,0,-263.15219328849525,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 5}",0
32,False,"{'a': 0.2, 'e': 0.8564151774836136}",25,0,-129.7484615414944,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
33,False,"{'a': 0.2, 'e': 0.8521437889662113}",20,2,-40.13190677178043,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.2, 'e': 0.8478937040879158}",35,0,-116.51884618475668,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
35,False,"{'a': 0.2, 'e': 0.8436648165963837}",30,18,-29.92886789079965,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
36,False,"{'a': 0.2, 'e': 0.8394570207692074}",30,0,-254.4961628898463,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 4}",0
37,False,"{'a': 0.2, 'e': 0.835270211411272}",30,0,-118.87019895533622,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
38,False,"{'a': 0.2, 'e': 0.8311042838521258}",30,0,-132.57753003208842,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.2, 'e': 0.8269591339433623}",20,0,-218.84353580707838,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
40,False,"{'a': 0.2, 'e': 0.8228346580560184}",20,0,-47.00807460951257,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
41,False,"{'a': 0.2, 'e': 0.8187307530779818}",20,1,-116.65465999544904,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 1}",1
42,False,"{'a': 0.2, 'e': 0.8146473164114145}",20,4,-56.568575892930866,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
43,False,"{'a': 0.2, 'e': 0.8105842459701872}",20,0,-12.204272931716295,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
44,False,"{'a': 0.2, 'e': 0.806541440177327}",25,1,-113.52217436415135,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 1}",1
45,False,"{'a': 0.2, 'e': 0.8025187979624785}",20,0,-1.015540344276947,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
46,False,"{'a': 0.2, 'e': 0.798516218759377}",20,0,-117.85759922683401,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
47,False,"{'a': 0.2, 'e': 0.794533602503334}",30,0,-131.45537722091697,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
48,False,"{'a': 0.2, 'e': 0.7905708496287356}",25,0,-117.33272235147949,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
49,False,"{'a': 0.2, 'e': 0.7866278610665534}",25,0,-90.59590912099502,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
50,False,"{'a': 0.2, 'e': 0.7827045382418681}",25,0,-115.54065020551695,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
51,False,"{'a': 0.2, 'e': 0.7788007830714049}",25,12,-15.610095213660847,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
52,False,"{'a': 0.2, 'e': 0.774916497961081}",30,0,-101.54640459553094,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
53,False,"{'a': 0.2, 'e': 0.7710515858035663}",20,0,-126.3926147175234,"{0: 8, 1: 2, 2: 7, 3: 3, 4: 0}",0
54,False,"{'a': 0.2, 'e': 0.7672059499758557}",30,0,-80.83565543149722,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
55,False,"{'a': 0.2, 'e': 0.7633794943368533}",35,13,-130.8558432722827,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 2}",1
56,False,"{'a': 0.2, 'e': 0.7595721232249685}",20,0,-21.656649546988763,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
57,False,"{'a': 0.2, 'e': 0.7557837414557255}",20,0,-64.37645597590273,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.2, 'e': 0.7520142543193826}",20,0,-65.48171144138324,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
59,False,"{'a': 0.2, 'e': 0.7482635675785653}",25,0,-43.409735254964374,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
60,False,"{'a': 0.2, 'e': 0.7445315874659094}",35,0,-238.1331761124409,"{0: 19, 1: 1, 2: 11, 3: 1, 4: 3}",0
61,False,"{'a': 0.2, 'e': 0.7408182206817179}",20,13,-22.3643089368074,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.2, 'e': 0.7371233743916277}",20,0,-167.11631895416085,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
63,False,"{'a': 0.2, 'e': 0.7334469562242892}",20,15,10.3822604486378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.2, 'e': 0.7297888742690567}",20,0,-57.80223673628764,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
65,False,"{'a': 0.2, 'e': 0.7261490370736908}",25,0,-23.625047444149075,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
66,False,"{'a': 0.2, 'e': 0.7225273536420722}",30,0,-69.56502174912282,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.2, 'e': 0.7189237334319262}",20,0,-76.83249955383184,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
68,False,"{'a': 0.2, 'e': 0.7153380863525599}",25,12,-17.4335640006729,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
69,False,"{'a': 0.2, 'e': 0.7117703227626098}",20,0,-37.20463311657011,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.2, 'e': 0.7082203534678}",25,0,-87.0557926826916,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
71,False,"{'a': 0.2, 'e': 0.7046880897187134}",30,0,-100.88616521677586,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
72,False,"{'a': 0.2, 'e': 0.7011734432085723}",20,4,-84.60403973585547,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
73,False,"{'a': 0.2, 'e': 0.6976763260710311}",25,0,-137.67759855104717,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
74,False,"{'a': 0.2, 'e': 0.6941966508779788}",20,0,-63.90621805278819,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
75,False,"{'a': 0.2, 'e': 0.6907343306373547}",20,0,-81.97726354153832,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
76,False,"{'a': 0.2, 'e': 0.6872892787909722}",30,0,-49.63042770557133,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.2, 'e': 0.6838614092123559}",35,0,-190.3942204835023,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 4}",0
78,False,"{'a': 0.2, 'e': 0.6804506362045876}",25,0,-72.9175263633832,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
79,False,"{'a': 0.2, 'e': 0.6770568744981647}",20,0,-95.54656958474234,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.2, 'e': 0.6736800392488675}",25,0,-137.32407811101038,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
81,False,"{'a': 0.2, 'e': 0.6703200460356393}",20,0,-21.31669541299355,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.2, 'e': 0.6669768108584744}",20,0,-42.389593496236,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
83,False,"{'a': 0.2, 'e': 0.6636502501363193}",25,0,-168.6759043509945,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
84,False,"{'a': 0.2, 'e': 0.6603402807049829}",30,0,-129.12459347608126,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
85,False,"{'a': 0.2, 'e': 0.6570468198150569}",25,7,-0.3658226546063241,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.2, 'e': 0.6537697851298473}",20,0,-18.50407172344822,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
87,False,"{'a': 0.2, 'e': 0.6505090947233165}",35,0,-171.76330306608472,"{0: 25, 1: 1, 2: 4, 3: 2, 4: 3}",0
88,False,"{'a': 0.2, 'e': 0.6472646670780347}",20,0,-81.69554539571081,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 1}",0
89,False,"{'a': 0.2, 'e': 0.6440364210831414}",20,10,-18.29202547113327,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.2, 'e': 0.6408242760323188}",20,0,-60.019395547236286,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.2, 'e': 0.6376281516217732}",25,0,-65.04971199955612,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
92,False,"{'a': 0.2, 'e': 0.6344479679482281}",25,0,-43.404984725997295,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
93,False,"{'a': 0.2, 'e': 0.631283645506926}",20,0,-73.40670057278527,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
94,False,"{'a': 0.2, 'e': 0.6281351051896409}",20,3,-70.81685288873518,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
95,False,"{'a': 0.2, 'e': 0.6250022682827008}",25,0,-127.18282397269085,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
96,False,"{'a': 0.2, 'e': 0.62188505646502}",30,21,12.271752425006738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.2, 'e': 0.6187833918061408}",20,0,-81.27787826293316,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
98,False,"{'a': 0.2, 'e': 0.6156971967642851}",25,3,-27.758875601592337,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
99,False,"{'a': 0.2, 'e': 0.6126263941844161}",25,0,-52.131230392718805,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
100,False,"{'a': 0.2, 'e': 0.6095709072963094}",20,0,-107.46524878060721,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
101,False,"{'a': 0.2, 'e': 0.6065306597126334}",20,10,-32.45148140300687,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.2, 'e': 0.6035055754270405}",25,0,-228.67794430094813,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 4}",0
103,False,"{'a': 0.2, 'e': 0.6004955788122659}",25,0,-55.68358450297444,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.2, 'e': 0.5975005946182375}",30,9,-68.00076039699849,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 1}",1
105,False,"{'a': 0.2, 'e': 0.5945205479701943}",20,0,-112.18087146637325,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
106,False,"{'a': 0.2, 'e': 0.5915553643668151}",30,20,5.55865192353101,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.2, 'e': 0.5886049696783552}",20,0,-105.97889662628981,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
108,False,"{'a': 0.2, 'e': 0.5856692901447937}",30,10,-70.53457803812138,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
109,False,"{'a': 0.2, 'e': 0.5827482523739896}",20,14,10.577772037557372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.2, 'e': 0.5798417833398464}",20,0,-120.12698617268623,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
111,False,"{'a': 0.2, 'e': 0.5769498103804866}",20,0,-91.03140063346105,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.2, 'e': 0.5740722611964361}",35,0,-44.57332498875128,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.2, 'e': 0.5712090638488149}",30,3,-0.21056828457240284,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.2, 'e': 0.5683601467575404}",25,0,-81.58654851361936,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
115,False,"{'a': 0.2, 'e': 0.5655254386995371}",20,0,-55.59123798319366,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
116,False,"{'a': 0.2, 'e': 0.5627048688069557}",25,0,-188.51281032721053,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
117,False,"{'a': 0.2, 'e': 0.559898366565402}",20,0,0.2898909164977279,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.2, 'e': 0.5571058618121739}",25,6,-80.48341571086073,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
119,False,"{'a': 0.2, 'e': 0.554327284734507}",20,9,-2.932103769930466,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.5515625658678298}",20,0,-20.35265701346193,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
121,False,"{'a': 0.2, 'e': 0.5488116360940265}",35,6,-109.55827205826824,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 2}",1
122,False,"{'a': 0.2, 'e': 0.5460744266397094}",20,0,-45.863141728744495,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.2, 'e': 0.5433508690744998}",25,0,-241.63095249541982,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 5}",0
124,False,"{'a': 0.2, 'e': 0.5406408953093166}",20,6,-42.46174364701161,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.5379444375946745}",20,10,-70.1260083144636,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
126,False,"{'a': 0.2, 'e': 0.5352614285189903}",30,12,-2.5929203267181227,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.5325918010068972}",25,14,14.745501188452785,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.5299354883175684}",20,6,-82.05764868015865,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
129,False,"{'a': 0.2, 'e': 0.5272924240430485}",35,12,-11.362183240266486,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.5246625421065928}",25,0,-46.08742024722162,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.2, 'e': 0.522045776761016}",20,13,-0.294284977245042,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.2, 'e': 0.5194420625870482}",20,0,-91.89459130011771,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
133,False,"{'a': 0.2, 'e': 0.5168513344916992}",25,0,-41.16190860210337,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
134,False,"{'a': 0.2, 'e': 0.5142735277066319}",30,0,-48.84681006483182,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.2, 'e': 0.5117085777865424}",25,13,-3.2400130180862132,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.5091564206075491}",20,0,-119.77343490178322,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
137,False,"{'a': 0.2, 'e': 0.5066169923655895}",25,0,0.8702005368779615,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.2, 'e': 0.5040902295748255}",30,15,-10.991433875906012,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.2, 'e': 0.5015760690660555}",20,0,-12.479959696610909,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
140,False,"{'a': 0.2, 'e': 0.499074447985136}",25,13,-57.62810164028621,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
141,False,"{'a': 0.2, 'e': 0.49658530379140947}",30,0,-41.471712308666646,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
142,False,"{'a': 0.2, 'e': 0.4941085742561417}",20,5,-17.38081967249033,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.4916441974609651}",20,0,-58.39462879772726,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.2, 'e': 0.4891921117963316}",20,7,-0.6005714385571452,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.4867522559599717}",25,4,-12.300692161222553,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.4843245689553625}",25,15,-24.100314297860788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.2, 'e': 0.4819089900902025}",30,7,-94.43261371965139,"{0: 16, 1: 2, 2: 1, 3: 3, 4: 1}",1
148,False,"{'a': 0.2, 'e': 0.4795054589748941}",25,14,-45.00125652070747,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
149,False,"{'a': 0.2, 'e': 0.47711391552103444}",25,0,-56.06721840279729,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
150,False,"{'a': 0.2, 'e': 0.4747342999399124}",20,0,-101.26664152731331,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
151,False,"{'a': 0.2, 'e': 0.4723665527410147}",30,2,12.661262169213064,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.47001061473053796}",25,0,-43.64096692349366,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
153,False,"{'a': 0.2, 'e': 0.4676664270099093}",25,17,-47.75732586178027,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
154,False,"{'a': 0.2, 'e': 0.46533393097431336}",20,5,-69.48278248825808,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
155,False,"{'a': 0.2, 'e': 0.463013068311228}",30,0,-10.410647227948662,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
156,False,"{'a': 0.2, 'e': 0.4607037809989658}",25,6,-8.48722937976393,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.45840601130522357}",20,16,7.529933478516237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.4561197017856392}",25,0,5.637990242869216,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.2, 'e': 0.4538447952823558}",35,15,-15.313761865434376,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.2, 'e': 0.45158123492259217}",20,0,-74.88687054609836,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
161,False,"{'a': 0.2, 'e': 0.44932896411722156}",25,16,0.6763220365411451,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.4470879265593565}",20,5,-5.1757383821763545,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.44485806622294105}",30,0,-46.70130982113136,"{0: 24, 1: 2, 2: 1, 3: 3, 4: 0}",0
164,False,"{'a': 0.2, 'e': 0.4426393273613511}",30,0,-98.94977011562354,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
165,False,"{'a': 0.2, 'e': 0.4404316545059992}",20,14,13.045288077320867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.4382349924649492}",20,0,7.398015799454936,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.2, 'e': 0.43604928632153556}",25,0,-47.63596113357471,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
168,False,"{'a': 0.2, 'e': 0.4338744814329909}",20,4,14.205470778246966,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.43171052342907973}",20,0,-44.98030388738024,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
170,False,"{'a': 0.2, 'e': 0.4295573582107392}",20,9,10.888781310192945,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.4274149319487267}",30,5,6.300665984960417,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.4252831910822741}",20,0,-3.0342057796976016,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
173,False,"{'a': 0.2, 'e': 0.4231620823177489}",20,9,-72.1976421746616,"{0: 4, 1: 4, 2: 2, 3: 0, 4: 1}",1
174,False,"{'a': 0.2, 'e': 0.42105155262732114}",20,11,19.126736359499603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.418951549247639}",20,0,-50.66407827485943,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
176,False,"{'a': 0.2, 'e': 0.4168620196785084}",30,5,-11.934068835122329,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.4147829116815814}",20,0,-36.89181680181455,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
178,False,"{'a': 0.2, 'e': 0.41271417327904963}",25,8,-42.11287788008158,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
179,False,"{'a': 0.2, 'e': 0.4106557527523455}",25,11,-2.3952067472586593,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.4086075986408485}",20,0,-156.97965022676397,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
181,False,"{'a': 0.2, 'e': 0.40656965974059905}",20,5,11.34171976373463,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.40454188510301875}",25,0,-38.51785815711844,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.2, 'e': 0.40252422403363597}",25,6,-30.884066241889023,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
184,False,"{'a': 0.2, 'e': 0.40051662609081884}",20,0,-3.920671896473732,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
