trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
211,False,"{'a': 0.2, 'e': 0.12245642825298189}",35,2,-1.7790528950390652,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.2, 'e': 0.12123796643338168}",25,15,16.907274267953174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.12003162851145673}",20,10,21.413807536625782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11883729385240964}",25,16,15.386697120030552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.11765484302177918}",20,5,1.1976629001024168,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11648415777349697}",20,0,3.2743887137186016,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
217,False,"{'a': 0.2, 'e': 0.11532512103806251}",30,12,28.436606112414275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.11417761691083649}",25,0,18.572945869828516,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.11304153064044985}",30,15,-7.471242162283439,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.11191674861732889}",25,19,9.06713741109208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.11080315836233387}",20,0,26.140979441720805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.2, 'e': 0.10970064851551141}",20,16,6.500189347902424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10860910882495797}",30,3,-10.803400754440949,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.2, 'e': 0.10752843013579495}",25,16,3.3371192546858826,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.1064585043792528}",20,0,15.286983601083763,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.2, 'e': 0.10539922456186433}",30,15,14.57856395917873,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.104350484754765}",25,15,16.73775057754338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.1033121800831002}",20,12,3.4893605481231136,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.10228420671553744}",25,0,-11.510624322977769,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.2, 'e': 0.10126646185388341}",25,12,23.560655998523604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.1002588437228037}",25,6,-26.354082127996687,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.2, 'e': 0.09926125155964564}",30,16,1.5314890252552031,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09827358560436156}",20,9,20.28826777666776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09729574708953277}",25,7,-3.9035835841553213,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09632763823049303}",20,13,-11.304345751960767,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09536916221554961}",20,0,30.348561173430248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.09442022319630235}",25,6,-11.15004174343164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09348072627805847}",30,20,23.918127477010156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09255057751034329}",20,16,6.703203970700102,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.09162968387750484}",30,14,13.619636880879844,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.09071795328941251}",20,2,-17.76751967848357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.2, 'e': 0.08981529457224763}",25,4,-5.347761129979149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.2, 'e': 0.08892161745938634}",20,10,15.158072824226828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.08803683258237255}",30,8,26.885989612460182,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.0871608514619813}",20,0,11.898975390120853,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.2, 'e': 0.0862935864993705}",25,11,-13.238664020919979,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.2, 'e': 0.08543495096732123}",20,7,21.919099447093544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.08458485900156469}",25,20,11.529774805029751,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08374322559219596}",25,11,23.651720925440934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08290996657517266}",20,0,12.402130039542241,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.0820849986238988}",25,7,21.817713907849505,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.08126823924089167}",30,21,8.18797340604467,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.08045960674953243}",25,6,32.95035767335138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07965902028589801}",25,15,8.086576536322708,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07886639979067495}",25,13,21.011049856142257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07808166600115313}",20,12,14.955037605444264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07730474044329974}",25,3,29.070051265153733,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07653554542391151}",25,16,6.091419061272772,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07577400402284548}",20,9,7.98669037314874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07502004008532698}",20,8,9.441039201392215,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,8,27.610878579919593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.0735345437630571}",20,0,-14.131194355717795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
263,False,"{'a': 0.2, 'e': 0.07280286282743559}",35,6,5.659138427707614,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.2, 'e': 0.0720784622387661}",20,16,6.228237612616109,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.07136126955638605}",30,0,32.03595539945598,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
266,False,"{'a': 0.2, 'e': 0.0706512130604296}",25,16,17.5143800201067,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06994822174465536}",20,0,7.6761857851110715,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
268,False,"{'a': 0.2, 'e': 0.06925222530934598}",30,18,7.5087151198272295,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.06856315415427791}",30,21,14.203027032405151,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06788093937176144}",20,14,6.857067292908443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06720551273974976}",35,17,20.18857457658736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06653680671501686}",20,15,8.059170879383743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.06587475442640295}",30,13,6.428444139133056,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06521928966812753}",30,4,34.64829613404514,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06457034689316847}",20,6,-18.43847199885497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.2, 'e': 0.06392786120670757}",20,0,30.72421809079058,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.0632917683596407}",30,0,1.3776480712707597,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.06266200474215315}",25,15,20.18147006060279,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06203850737735829}",20,9,22.98875195539052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06142121391500013}",25,12,24.241453765179184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.060810062625217945}",35,21,26.063809546506047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.06020499239237355}",20,13,10.66928549190596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.05960594270893936}",20,8,21.5466191380875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.059012853669447835}",35,13,39.41760754429179,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05842566596450083}",25,6,28.106232753379583,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.05784432087483846}",25,5,19.286028005613954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.05726876026546735}",30,0,44.15235294675655,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.05669892657984691}",25,3,36.37926963006471,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.056134762834133725}",20,8,10.533117391358935,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.05557621261148306}",20,0,32.52398540952125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.05502322005640723}",25,0,42.49080232358165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.2, 'e': 0.05447572986918986}",20,10,17.189735288982707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.05393368730035602}",25,15,15.700361160099938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.05339703814519708}",30,16,26.63730024079262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05286572873835037}",25,2,10.418531035621294,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05233970594843238}",25,6,24.128138596792017,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05181891717272583}",25,18,11.617535049307413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.051303310331919115}",25,10,15.211973066270788,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.0507928338648985}",35,19,-21.543963179383848,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.2, 'e': 0.050287436723591865}",30,16,27.223359689102278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.049787068367863944}",20,0,22.050127468569375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,14,8.158115209170623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,15,9.032548141267604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,26.264906264642704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,15,9.446609615104176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,13,27.673262460763258,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,18,14.412791776530991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,33.29705454320915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,9,21.76784347827192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,21,16.03366851163618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,3,26.493351972370878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
